,COD_PRO,COD_EXT_x,COD_MUN,COD_SEDE,Farm,X_UTM,Y_UTM,County,Num_Visits,CAD_PLA,COD_EXT_y,Affiliation,NOME DA ASSOCIÇÃO,Main_Activity,Secondary_Activity
137,PRO0138,6.0,10,OPO01180731,ESTÂNCIA AZEVEDO,577059.0,8816763.0,OURO PRETO DO OESTE,0,PLA 0136,6.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
138,PRO0139,6.0,10,OPO02180731,SITIO PORTEIRA ABERTA,572664.0,8813844.0,OURO PRETO DO OESTE,0,PLA 0137,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,PISCICULTURA
139,PRO0140,6.0,10,OPO03180731,SITIO SÃO JOSÉ,581994.0,8820423.0,OURO PRETO DO OESTE,0,PLA 0138,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,GRANJA SUINA
140,PRO0141,6.0,10,OPO01180928,CHACÁRA SANTA HELENA,588128.0,8816544.0,OURO PRETO DO OESTE,0,PLA 0139,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,GRANJA SUINA
141,PRO0142,6.0,10,OPO01181003,DÁDIVA,554113.0,8816441.0,OURO PRETO DO OESTE,0,PLA 0140,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,PISCICULTURA
142,PRO0143,6.0,10,OPO03181003,BOA ESPERANÇA,554682.0,8815526.0,OURO PRETO DO OESTE,0,PLA 0141,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
143,PRO0144,6.0,10,OPO02181003,ÁGUA BOA,554435.0,8816388.0,OURO PRETO DO OESTE,0,PLA 0142,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA*
144,PRO0145,6.0,10,OPO04181008,CALAFRIO,555242.0,8815024.0,OURO PRETO DO OESTE,0,PLA 0143,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
145,PRO0146,6.0,10,OPO03181008,F.C,555170.0,8815159.0,OURO PRETO DO OESTE,0,PLA 0144,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,HORTICULTURA
146,PRO0147,6.0,10,OPO01181008,TOBIAS,554887.0,8815818.0,OURO PRETO DO OESTE,0,PLA 0145,6.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
147,PRO0148,6.0,10,OPO05181008,CHÁCARA VITÓRIA,555380.0,8815016.0,OURO PRETO DO OESTE,0,PLA 0146,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
148,PRO0149,6.0,10,OPO02181008,NOSSA SENHORA APARECIDA,554937.0,8815265.0,OURO PRETO DO OESTE,0,PLA 0147,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
149,PRO0150,6.0,10,OPO06181008,SANTA RITA,556332.0,8815006.0,OURO PRETO DO OESTE,0,PLA 0148,6.0,ASSOCIAÇÃO,,FRUTICULTURA,FRUTICULTURA*
150,PRO0151,6.0,10,OPO02181009,FELICIDADE,555938.0,8814382.0,OURO PRETO DO OESTE,0,PLA 0149,6.0,ASSOCIAÇÃO,,FRUTICULTURA*,BOVINOCULTURA DE LEITE
151,PRO0152,6.0,10,OPO01181009,NOVA ESPERANÇA,554868.0,8815432.0,OURO PRETO DO OESTE,0,PLA 0150,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
152,PRO0153,6.0,10,OPO03181009,FLORESTA,556165.0,8814108.0,OURO PRETO DO OESTE,0,PLA 0151,6.0,ASSOCIAÇÃO,,FRUTICULTURA*,BOVINOCULTURA DE LEITE
153,PRO0154,6.0,10,OPO02181010,IRMÃOS RODRIGUES,555699.0,8814338.0,OURO PRETO DO OESTE,0,PLA 0152,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
154,PRO0155,6.0,10,OPO03181010,BOA SORTE,556248.0,8813754.0,OURO PRETO DO OESTE,0,PLA 0153,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA*
155,PRO0156,6.0,10,OPO01181010,BOA SORTE,561491.0,8808295.0,OURO PRETO DO OESTE,0,PLA 0154,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,FRUTICULTURA*
156,PRO0157,6.0,10,OPO01180815,SANTA ROSA,593110.0,8815041.0,OURO PRETO DO OESTE,0,PLA 0155,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
157,PRO0158,6.0,10,OPO01181011,DOIS IRMÃOS,593177.0,8814820.0,OURO PRETO DO OESTE,0,PLA 0156,6.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
158,PRO0159,6.0,10,OPO01181016,DOIS IRMÃOS,557148.0,8813185.0,OURO PRETO DO OESTE,0,PLA 0157,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,AGROINDUSTRIA
159,PRO0160,6.0,10,OPO01181017,SÃO JORGE,556682.0,8813698.0,OURO PRETO DO OESTE,0,PLA 0158,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA*
160,PRO0161,6.0,10,OPO02181017,SITIO DO PICA PAU AMARELO,556806.0,8813214.0,OURO PRETO DO OESTE,0,PLA 0159,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA*
161,PRO0162,6.0,10,OPO01181105,SANTA MARIA,557439.0,8812554.0,OURO PRETO DO OESTE,0,PLA 0160,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
162,PRO0163,6.0,10,OPO01181022,SANTO ANTONIO,557671.0,8812202.0,OURO PRETO DO OESTE,0,PLA 0161,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
163,PRO0164,6.0,10,OPO02181022,RIO BRANCO,557889.0,8812434.0,OURO PRETO DO OESTE,0,PLA 0162,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
164,PRO0165,6.0,10,OPO04181108,BOA ESPERANÇA,558006.0,8811987.0,OURO PRETO DO OESTE,0,PLA 0163,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
165,PRO0166,6.0,10,OPO03181108,DOIS IRMÃOS,557314.0,8812987.0,OURO PRETO DO OESTE,0,PLA 0164,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
166,PRO0167,6.0,10,OPO01181108,NOSSA SENHORA APARECIDA,557051.0,8812962.0,OURO PRETO DO OESTE,0,PLA 0165,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
167,PRO0168,6.0,10,OPO02181108,,557138.0,8812997.0,OURO PRETO DO OESTE,0,PLA 0166,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
168,PRO0169,6.0,10,OPO01181217,BOM LUGAR,558691.0,8811529.0,OURO PRETO DO OESTE,0,PLA 0167,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
169,PRO0170,6.0,10,OPO05181108,3 IRMÃOS,558414.0,8811472.0,OURO PRETO DO OESTE,0,PLA 0168,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA*
170,PRO0171,6.0,10,OPO01181119,GARAPEIRA,574999.0,8815140.0,OURO PRETO DO OESTE,0,PLA 0169,6.0,ASSOCIAÇÃO,,LAVOURA,FRUTICULTURA
171,PRO0172,6.0,10,OPO01181120,CHÁCARA DA FARINHEIRA,575239.0,8815253.0,OURO PRETO DO OESTE,0,PLA 0170,6.0,ASSOCIAÇÃO,,ARRENDAMENTO,
172,PRO0173,6.0,10,OPO03181120,PRATA,592623.0,8815166.0,OURO PRETO DO OESTE,0,PLA 0171,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,GRANJA SUINA
173,PRO0174,6.0,10,OPO02181120,DEUS E AMOR,591276.0,8815540.0,OURO PRETO DO OESTE,0,PLA 0172,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
174,PRO0175,6.0,10,OPO01181121,NOVA ESPERANÇA,596312.0,8813839.0,OURO PRETO DO OESTE,0,PLA 0173,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,PISCICULTURA
175,PRO0176,6.0,10,OPO01181122,VITÓRIA,595170.0,8814208.0,OURO PRETO DO OESTE,0,PLA 0174,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
176,PRO0177,6.0,10,OPO01181126,JR,568685.0,8806350.0,OURO PRETO DO OESTE,0,PLA 0175,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
177,PRO0178,6.0,10,OPO02181126,MICUIM,568688.0,8806514.0,OURO PRETO DO OESTE,0,PLA 0176,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA*
178,PRO0179,6.0,10,OPO01181127,SANTO ANTONIO,568556.0,8807028.0,OURO PRETO DO OESTE,0,PLA 0177,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,PISCICULTURA
179,PRO0180,6.0,10,OPO03181127,RIO BRANCO,570667.0,8804204.0,OURO PRETO DO OESTE,0,PLA 0178,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
180,PRO0181,6.0,10,OPO02181127,MONTE ALEGRE,572299.0,8802375.0,OURO PRETO DO OESTE,0,PLA 0179,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
181,PRO0182,6.0,10,OPO01181128,ESTÂNCIA DAS OLIVEIRAS,558215.0,8816959.0,OURO PRETO DO OESTE,0,PLA 0180,6.0,ASSOCIAÇÃO,,FRUTICULTURA*,BOVINOCULTURA DE LEITE
182,PRO0183,6.0,10,OPO02181128,OURO PRETO,557013.0,8818800.0,OURO PRETO DO OESTE,0,PLA 0181,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA*
183,PRO0184,6.0,10,OPO01181205,CAPIXABA,558246.0,8817484.0,OURO PRETO DO OESTE,0,PLA 0182,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
184,PRO0185,6.0,10,OPO02181205,OURO BRANCO,557936.0,8817481.0,OURO PRETO DO OESTE,0,PLA 0183,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
185,PRO0186,6.0,10,OPO01181206,,582642.0,8820251.0,OURO PRETO DO OESTE,0,PLA 0184,6.0,SINDICATO,,BOVINOCULTURA DE CORTE,
186,PRO0187,6.0,10,OPO02181217,NOSSA SENHORA DA GUIA,581753.0,8821555.0,OURO PRETO DO OESTE,0,PLA 0185,6.0,SINDICATO,,FRUTICULTURA*,LAVOURA
187,PRO0188,6.0,10,OPO01181219,SITIO SANTA ROSA,581470.0,8822075.0,OURO PRETO DO OESTE,0,PLA 0186,6.0,SINDICATO,,BOVINOCULTURA DE LEITE,
188,PRO0189,6.0,10,OPO02181219,TRES CORAÇOES,581672.0,8821874.0,OURO PRETO DO OESTE,0,PLA 0187,6.0,SINDICATO,,BOVINOCULTURA DE LEITE,FRUTICULTURA*
189,PRO0190,6.0,10,OPO01181218,SANTO ANTONIO,606673.0,8814929.0,OURO PRETO DO OESTE,0,PLA 0188,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,PISCICULTURA
190,PRO0191,6.0,10,OPO04181220,BOA VISTA,602868.0,8811622.0,OURO PRETO DO OESTE,0,PLA 0189,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
191,PRO0192,6.0,10,OPO01181220,PRIMAVERA,605059.0,8815447.0,OURO PRETO DO OESTE,0,PLA 0190,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
192,PRO0193,6.0,10,OPO01190123,BELA VISTA,591011.0,8796654.0,OURO PRETO DO OESTE,0,PLA 0191,6.0,ASSOCIAÇÃO,,LAVOURA,
193,PRO0194,6.0,10,OPO01190408,RANCHO FUNDO,594005.0,8798746.0,OURO PRETO DO OESTE,0,PLA 0192,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
194,PRO0195,6.0,10,OPO01190219,CARIOCA,593456.0,8797135.0,OURO PRETO DO OESTE,0,PLA 0193,6.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
195,PRO0196,6.0,10,OPO01190114,SONHADOR,593277.0,8806650.0,OURO PRETO DO OESTE,0,PLA 0194,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
196,PRO0197,6.0,10,OPO01190318,PAZ E AMOR,559415.0,8810684.0,OURO PRETO DO OESTE,0,PLA 0195,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA*
197,PRO0198,6.0,10,OPO02190226,BOA ÁGUA,591754.0,8798209.0,OURO PRETO DO OESTE,0,PLA 0196,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
198,PRO0199,6.0,10,OPO01190226,BOA ÁGUA,591747.0,8797950.0,OURO PRETO DO OESTE,0,PLA 0197,6.0,ASSOCIAÇÃO,,FRUTICULTURA*,
199,PRO0200,6.0,10,OPO01190306,CHACARA DA VITÓRIA,554775.0,8815476.0,OURO PRETO DO OESTE,0,PLA 0198,6.0,ASSOCIAÇÃO,,CAFEICULTURA,FRUTICULTURA*
200,PRO0201,6.0,10,OPO01190313,DOIS IRMÃOS,560355.0,8824206.0,OURO PRETO DO OESTE,0,PLA 0199,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
201,PRO0202,6.0,10,OPO02190313,SERRA VERDE,565809.0,8821094.0,OURO PRETO DO OESTE,0,PLA 0200,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
202,PRO0203,6.0,10,OPO02190319,,573672.0,8807219.0,OURO PRETO DO OESTE,0,PLA 0201,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
203,PRO0204,6.0,10,OPO05190326,DOIS IRMAOS,576280.0,8804447.0,OURO PRETO DO OESTE,0,PLA 0201,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
204,PRO0205,6.0,10,OPO01190319,,575769.0,8804909.0,OURO PRETO DO OESTE,0,PLA 0202,6.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
205,PRO0206,8.0,7,JIP06181112,JATOBA,646343.0,8801536.0,JI-PARANÁ,0,PLA 0203,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
206,PRO0207,8.0,7,JIP03181106,ALTO ALEGRE,615636.0,8830201.0,JI-PARANÁ,0,PLA 0204,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
207,PRO0208,8.0,7,JIP03181105,DOIS IRMAOS,616247.0,8832622.0,JI-PARANÁ,0,PLA 0205,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
208,PRO0209,8.0,7,JIP09180731,ALTO ALEGRE,600666.0,8777846.0,JI-PARANÁ,0,PLA 0206,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,OLERICULTURA
209,PRO0210,8.0,7,JIP02181112,BOA ESPERANÇA,637715.0,8802762.0,JI-PARANÁ,0,PLA 0207,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,FRUTICULTURA
210,PRO0211,8.0,7,JIP08180731,MANGUEIRAL,600570.0,8777585.0,JI-PARANÁ,0,PLA 0208,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,OLERICULTURA
211,PRO0212,8.0,7,JIP03181025,NOSSA SENHORA DE APARECIDA,600143.0,8772955.0,JI-PARANÁ,0,PLA 0209,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,HORTICULTURA
212,PRO0213,8.0,7,JIP03181112,10 IRMAOS,648196.0,8802280.0,JI-PARANÁ,0,PLA 0210,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,HORTICULTURA
213,PRO0214,8.0,7,JIP03180913,PARAISO,613236.0,8802080.0,JI-PARANÁ,0,PLA 0211,8.0,ASSOCIAÇÃO,,FRUTICULTURA,
214,PRO0215,8.0,7,JIP04181106,SAO JOSE,617532.0,8836934.0,JI-PARANÁ,0,PLA 0212,8.0,ASSOCIAÇÃO,,FRUTICULTURA*,
215,PRO0216,8.0,7,JIP02181025,VACA GORDA,599749.0,8771535.0,JI-PARANÁ,0,PLA 0213,8.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
216,PRO0217,8.0,7,JIP02181106,BOA ESPERANÇA,616284.0,8831939.0,JI-PARANÁ,0,PLA 0214,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
217,PRO0218,8.0,7,JIP01181112,ESTACAO DA LUZ,637646.0,8802740.0,JI-PARANÁ,0,PLA 0215,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,FRUTICULTURA*
218,PRO0219,8.0,7,JIP02181105,BOM JESUS,616756.0,8833662.0,JI-PARANÁ,0,PLA 0216,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
219,PRO0220,8.0,7,JIP01180821,NOSSA SENHORA DE APARECIDA,612962.0,8805861.0,JI-PARANÁ,0,PLA 0217,8.0,ASSOCIAÇÃO,,HORTICULTURA,FRUTICULTURA
220,PRO0221,8.0,7,JIP07180731,SANTA TEREZINHA,600727.0,8777071.0,JI-PARANÁ,0,PLA 0218,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,HORTICULTURA
221,PRO0222,8.0,7,JIP01180924,NOVA VIDA,612308.0,8806513.0,JI-PARANÁ,0,PLA 0219,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
222,PRO0223,8.0,7,JIP01181015,LIRIO DOS VALES,609649.0,8797729.0,JI-PARANÁ,0,PLA 0220,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,AGROINDUSTRIA
223,PRO0224,8.0,7,JIP01181105,NOVA ESTRELA,616569.0,8834098.0,JI-PARANÁ,0,PLA 0221,8.0,ASSOCIAÇÃO,,ARRENDAMENTO,BOVINOCULTURA DE LEITE
224,PRO0225,8.0,7,JIP04180822,PARANA,612924.0,8801425.0,JI-PARANÁ,0,PLA 0222,8.0,ASSOCIAÇÃO,,FRUTICULTURA,
225,PRO0226,8.0,7,JIP02180820,BELA VISTA,601333.0,8775503.0,JI-PARANÁ,0,PLA 0223,8.0,ASSOCIAÇÃO,,HORTICULTURA,OLERICULTURA
226,PRO0227,8.0,7,JIP02180924,NOSSA SENHORA DE APARECIDA,612366.0,8806733.0,JI-PARANÁ,0,PLA 0224,8.0,ASSOCIAÇÃO,,HORTICULTURA,
227,PRO0228,8.0,7,JIP02181107,SAO SEBASTIAO,617355.0,8836132.0,JI-PARANÁ,0,PLA 0225,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,LAVOURA
228,PRO0229,8.0,7,JIP04180731,SANTA LUZIA,600348.0,8775916.0,JI-PARANÁ,0,PLA 0226,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
229,PRO0230,8.0,7,JIP05180731,BOA ESPERANÇA,601906.0,8775811.0,JI-PARANÁ,0,PLA 0227,8.0,ASSOCIAÇÃO,,HORTICULTURA,OLERICULTURA
230,PRO0231,8.0,7,JIP01181009,BOM JESUS,603911.0,8799553.0,JI-PARANÁ,0,PLA 0228,8.0,ASSOCIAÇÃO,,HORTICULTURA,
231,PRO0232,8.0,7,JIP01180731,TAUBATE,600776.0,8773613.0,JI-PARANÁ,0,PLA 0229,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
232,PRO0233,8.0,7,JIP06180731,SANTA TEREZINHA,600913.0,8777174.0,JI-PARANÁ,0,PLA 0230,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,OLERICULTURA
233,PRO0234,8.0,7,JIP05181112,CAPIXABA,647716.0,8802252.0,JI-PARANÁ,0,PLA 0231,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,HORTICULTURA
234,PRO0235,8.0,7,JIP01181107,PARAISO,617043.0,8835794.0,JI-PARANÁ,0,PLA 0232,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
235,PRO0236,8.0,7,JIP03180731,NOSSA SENHORA DE APARECIDA,600207.0,8776129.0,JI-PARANÁ,0,PLA 0233,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,OLERICULTURA
236,PRO0237,8.0,7,JIP05181106,SÃO JOSE,617286.0,8835939.0,JI-PARANÁ,0,PLA 0234,8.0,ASSOCIAÇÃO,,LAVOURA,BOVINOCULTURA DE LEITE
237,PRO0238,8.0,7,JIP01181018,BOA SORTE,604170.0,8797835.0,JI-PARANÁ,0,PLA 0235,8.0,ASSOCIAÇÃO,,AGROINDUSTRIA,
238,PRO0239,8.0,7,JIP04180820,SANTA LUZIA,601136.0,8776459.0,JI-PARANÁ,0,PLA 0236,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,HORTICULTURA
239,PRO0240,8.0,7,JIP01181108,CINCO ESTRELAS,619834.0,8830153.0,JI-PARANÁ,0,PLA 0237,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,AGROINDUSTRIA
240,PRO0241,8.0,7,JIP10180731,SANTA TEREZINHA,600813.0,8776787.0,JI-PARANÁ,0,PLA 0238,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,HORTICULTURA
241,PRO0242,8.0,7,JIP02180822,PARANA,612934.0,8801341.0,JI-PARANÁ,0,PLA 0239,8.0,ASSOCIAÇÃO,,FRUTICULTURA,
242,PRO0243,8.0,7,JIP02180731,SANTA ADELIA,599147.0,8775217.0,JI-PARANÁ,0,PLA 0240,8.0,ASSOCIAÇÃO,,HORTICULTURA,OLERICULTURA
243,PRO0244,8.0,7,JIP03180820,SAO JOAO,601549.0,8774903.0,JI-PARANÁ,0,PLA 0241,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,HORTICULTURA
244,PRO0245,8.0,7,JIP01181023,BOM JESUS,603743.0,8799220.0,JI-PARANÁ,0,PLA 0242,8.0,ASSOCIAÇÃO,,HORTICULTURA,
245,PRO0246,8.0,7,JIP03180822,PARANA,612921.0,8801373.0,JI-PARANÁ,0,PLA 0243,8.0,ASSOCIAÇÃO,,HORTICULTURA,
246,PRO0247,8.0,7,JIP01181025,NOSSA SENHORA DO PERPETUO SOCORRO,600113.0,8772549.0,JI-PARANÁ,0,PLA 0244,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
247,PRO0248,8.0,7,JIP02181024,OLHO D'AGUA,601034.0,8779065.0,JI-PARANÁ,0,PLA 0245,8.0,ASSOCIAÇÃO,,LAVOURA,BOVINOCULTURA DE CORTE
248,PRO0249,8.0,7,JIP01181024,SAO LUIS,602807.0,8777188.0,JI-PARANÁ,0,PLA 0246,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,LAVOURA
249,PRO0250,8.0,7,JIP01180822,BOA SORTE,612465.0,8806780.0,JI-PARANÁ,0,PLA 0247,8.0,ASSOCIAÇÃO,,HORTICULTURA,
250,PRO0251,8.0,7,JIP04181107,ALTO ALEGRE,616920.0,8835834.0,JI-PARANÁ,0,PLA 0248,8.0,ASSOCIAÇÃO,,LAVOURA,
251,PRO0252,8.0,7,JIP01180820,SANTA LUZIA,600340.0,8775671.0,JI-PARANÁ,0,PLA 0249,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
252,PRO0253,8.0,7,JIP02180913,SAO JOSE,613446.0,8801694.0,JI-PARANÁ,0,PLA 0250,8.0,ASSOCIAÇÃO,,HORTICULTURA,
253,PRO0254,8.0,7,JIP05180820,BOA ESPERANÇA,601773.0,8775618.0,JI-PARANÁ,0,PLA 0251,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,HORTICULTURA
254,PRO0255,8.0,7,JIP05181107,SERRA AZUL,615700.0,8836426.0,JI-PARANÁ,0,PLA 0252,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
255,PRO0256,8.0,7,JIP03181107,VISTA ALEGRE,617300.0,8836527.0,JI-PARANÁ,0,PLA 0253,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
256,PRO0257,8.0,7,JIP01180913,ANJO GABRIEL,613144.0,8801496.0,JI-PARANÁ,0,PLA 0254,8.0,ASSOCIAÇÃO,,VIVEIRO DE PRODUÇAO DE MUDAS,
257,PRO0258,8.0,7,JIP04180913,SAO VICENTE,614012.0,8801702.0,JI-PARANÁ,0,PLA 0255,8.0,ASSOCIAÇÃO,,ARRENDAMENTO,
258,PRO0259,8.0,7,JIP03181108,ORNELES,619323.0,8828134.0,JI-PARANÁ,0,PLA 0256,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,
259,PRO0260,8.0,7,JIP04181112,CAPIXABA,647931.0,8802132.0,JI-PARANÁ,0,PLA 0257,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,HORTICULTURA
260,PRO0261,8.0,7,JIP06181107,SANTO ANTONIO,616834.0,8834162.0,JI-PARANÁ,0,PLA 0258,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
261,PRO0262,8.0,7,JIP01181206,IRMAOS BARBOSA,616807.0,8833923.0,JI-PARANÁ,0,PLA 0259,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
262,PRO0263,8.0,7,JIP02181206,SAO SEBASTIAO,618230.0,8840810.0,JI-PARANÁ,0,PLA 0260,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,LAVOURA
263,PRO0264,8.0,7,JIP03181206,SAO FRANCISCO,617002.0,8835227.0,JI-PARANÁ,0,PLA 0261,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
264,PRO0265,8.0,7,JIP04181206,SAO LUIS,616962.0,8835039.0,JI-PARANÁ,0,PLA 0262,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,LAVOURA
265,PRO0266,8.0,7,JIP05181206,SANTA BARBARA,616634.0,8834438.0,JI-PARANÁ,0,PLA 0263,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
266,PRO0267,8.0,7,JIP05181206,,618823.0,8846245.0,JI-PARANÁ,0,PLA 0263,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
267,PRO0268,8.0,7,JIP01181218,ORNELES,619340.0,8828121.0,JI-PARANÁ,0,PLA 0264,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA*
268,PRO0269,8.0,7,JIP01181219,NOVA ESPERANÇA,633665.0,8802100.0,JI-PARANÁ,0,PLA 0265,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE CORTE,
269,PRO0270,8.0,7,JIP02181219,VALE DOS DINOSSAUROS,637468.0,8802592.0,JI-PARANÁ,0,PLA 0266,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,CAFEICULTURA
270,PRO0271,8.0,7,JIP03181219,PAINEIRA,633288.0,8801966.0,JI-PARANÁ,0,PLA 0267,8.0,ASSOCIAÇÃO,,HORTICULTURA,LAVOURA
271,PRO0272,8.0,7,JIP01190102,SAO GABRIEL,600450.0,8776821.0,JI-PARANÁ,0,PLA 0268,8.0,ASSOCIAÇÃO,,BOVINOCULTURA MISTA,
272,PRO0273,8.0,7,JIP01190103,MONTE CRISTO,620597.0,8831318.0,JI-PARANÁ,0,PLA 0269,8.0,ASSOCIAÇÃO,,BOVINOCULTURA DE LEITE,FRUTICULTURA
