,COD_PLA,COD_PRO,Farm,X_UTM,Y_UTM,County,GLEBA,LINHA,KM,LOTE,Num_Visits,ASSOCIAÇÃO / STTR,Main_Activity,Secondary_Activity,Piles,Columns,Tensioners,Wire_rolls,Isolation,Carbonate,APP_Area,RL_Area,Total_Area,Group_RL,CultureI_RL,CultureII_RL,Seedlings_RL,Method_RL,Year_RL,Group_APP,CultureI_APP,CultureII_APP,Seedlings_APP,Method_APP,Year_APP,Concluded_Isolation
93,PLA 0094,PRO 0093,SITIO OURO VERDE,613248.0,8709209.0,ROLIM DE MOURA,23,164 NORTE,2020-05-05 00:00:00,16-B,0,STTR,LAVOURA,BOVINOCULTURA DE LEITE,28,3,10.0,0.0,CONCLUIDO,0.125,0.15,,0.15,,,,,,2019.0,5,H,,200.0,APP DIV,2019.0,1
94,PLA 0095,PRO 0094,SITIO QUEIROZ,593185.0,8697021.0,NOVO HORIZONTE DO OESTE,8,144 SUL,2020-05-06 00:00:00,53,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,428,15,40.0,11.0,A FAZER,1.5,0.63,,0.63,5,H,,,RL DIV,2019.0,5,H,,,APP DIV,2019.0,0
95,PLA 0096,PRO 0096,CHACARA SAO SEBASTIAO,630709.0,8688595.0,ROLIM DE MOURA,16,180 SUL,15,55-A3,0,STTR,LAVOURA,,,,,,,0.2,0.5,,0.5,,,,,,2019.0,1,A,,,APP SAF,2019.0,0
96,PLA 0097,PRO 0097,SITIO SAO FRANCISCO,593417.0,8694693.0,NOVO HORIZONTE DO OESTE,8,144 SUL,9,71,0,ASSOCIAÇÃO,CAFEICULTURA,BOVINOCULTURA DE CORTE,78,5,40.0,2.0,A FAZER,0.45,2.93,,2.93,,0,,0,,2019.0,5,H,,300.0,APP DIV,2019.0,0
97,PLA 0098,PRO 0098,S/N,620914.0,8688774.0,ROLIM DE MOURA,22,172 SUL,14,34-B,0,STTR,LAVOURA,,12,,,1.0,CONCLUIDO,0.2,0.23,,0.23,,,,,,2019.0,5,H,,350.0,APP DIV,2019.0,1
98,PLA 0099,PRO 0099,CHACARA GAMBARTE,593417.0,8694150.0,NOVO HORIZONTE DO OESTE,8,144 SUL,9,75,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,60,6,,,A FAZER,0.5,1.21,,1.21,5,H,,0,RL DIV,2019.0,5,H,,1155.0,APP DIV,2019.0,0
99,PLA 0100,PRO 0100,RANCHO DAS PALMEIRAS,628733.0,8700648.0,ROLIM DE MOURA,18,180 SUL,2.5,10-C,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,CAFEICULTURA,100,6,25.0,3.0,CONCLUIDO,0.2,2.9,,2.9,,,,,,2019.0,5,H,,,APP DIV,2019.0,1
100,PLA 0102,PRO 0101,SITIO VISTA ALEGRE,653427.0,8694945.0,ROLIM DE MOURA,4,204 SUL,8.5,68,0,STTR,BOVINOCULTURA DE CORTE,,,,,,,,,2.2,2.2,5,H,,1200,RL DIV,2019.0,,,,,,2019.0,0
101,PLA 0103,PRO 0102,SITIO SAO JOSE,641307.0,8713792.0,ROLIM DE MOURA,9,192 NORTE,10.5,25,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,,,,,,,,,0.0,,,,,,2018.0,5,H,,1250.0,APP DIV,2018.0,0
102,PLA 0104,PRO 0103,CHACARA AGUAS CLARAS,641255.0,8714231.0,ROLIM DE MOURA,11,192 NORTE,11,85-B,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,60,0,0.0,1.0,CONCLUIDO,0.325,1.63,,1.63,,,,,,2019.0,5,H,,600.0,APP DIV,2019.0,1
103,PLA 0105,PRO 0104,SITIO BOM JESUS,641123.0,8714017.0,ROLIM DE MOURA,11,192 NORTE,11,85-C,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,80,9,10.0,3.0,CONCLUIDO,0.8,1.88,,1.88,,,,,,2019.0,5,H,,1600.0,APP DIV,2019.0,1
104,PLA 0106,PRO 0105,CHACARA NOVA ESPERANCA,641318.0,8713380.0,ROLIM DE MOURA,11,192 NORTE,9.5,88 B-1,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,188,4,20.0,4.0,CONCLUIDO,0.8,0.79,1.46,2.25,5,H,,,RL DIV,2019.0,5,H,,900.0,APP DIV,2019.0,1
105,PLA 0107,PRO 0107,SITIO DAS OLIVEIRAS,641113.0,8714808.0,ROLIM DE MOURA,11,192 NORTE,11.5,84 A-2,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,130,,,2.0,CONCLUIDO,0.35,1.84,,1.84,,,,,,2019.0,5,H,,350.0,APP DIV,2019.0,1
106,PLA 0108,PRO 0110,SITIO BOA UNIAO,641222.0,8712199.0,ROLIM DE MOURA,11,192 NORTE,9,89,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,LAVOURA,170,0,0.0,0.0,CONCLUIDO,,3.28,,3.28,2,B,C,,RL SAF,2018.0,2,B,C,,APP SAF,2018.0,1
107,PLA 0109,PRO 0111,ESTANCIA WALTRICK,642043.0,8703561.0,ROLIM DE MOURA,9,RO 010 LESTE,8.5,7-A,0,STTR,BOVINOCULTURA DE CORTE,,,,,,,,,,0.0,,,,,,2019.0,,,,,,2019.0,0
108,PLA 0110,PRO 0112,CHACARA GARCA BRANCA,633512.0,8717632.0,ROLIM DE MOURA,13,192 NORTE,12,33-B,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,70,6,30.0,2.0,CONCLUIDO,,0.26,,0.26,,,,1500,RL DIV,2018.0,,,,,,2018.0,1
109,PLA 0111,PRO 0113,SITIO PRINCESA ISABEL,593122.0,8702403.0,NOVO HORIZONTE DO OESTE,10,144 SUL,1.5,1,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,112,10,40.0,3.0,CONCLUIDO,0.95,3.13,,3.13,,,,,,2019.0,5,H,,1400.0,APP DIV,2019.0,1
110,PLA 0112,PRO 0114,SITIO RETIRO,539274.0,8856554.0,JARU,SERINGAL 70,LINHA NOVA,3,12,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,LAVOURA,95,8,20.0,3.0,CONCLUIDO,0.393,1.52,,1.52,2,A,B,,RL SAF,2019.0,2,A,B,710.0,APP SAF,2019.0,1
111,PLA 0112,PRO 0114,SITIO RETIRO,539274.0,8856554.0,JARU,SERINGAL 70,LINHA NOVA,3,12,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,LAVOURA,95,8,20.0,3.0,CONCLUIDO,0.393,1.52,,1.52,2,A,B,,RL SAF,2019.0,2,A,B,710.0,APP SAF,2019.0,1
112,PLA 0113,PRO 0115,CHACARA SANTA LUZIA,559379.0,8842127.0,JARU,,628,1,,0,STTR,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
113,PLA 0114,PRO 0116,CHACARA SANTO ANTONIO,567187.0,8833718.0,JARU,,364,15,,0,ASSOCIAÇÃO,LAVOURA,AGROINDUSTRIA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
114,PLA 0115,PRO 0117,SÃO JOSÉ,566166.0,8835150.0,JARU,57,364,409,126/B,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
115,PLA 0116,PRO 0118,BOA ESPERANÇA,616501.0,8832765.0,JI-PARANÁ,32,206,16,65,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,LAVOURA,69,5,20.0,2.0,CONCLUIDO,0.65,0.31,,0.31,,,,,,2019.0,1,A,,1264.0,APP SAF,2019.0,1
116,PLA 0117,PRO 0119,SITIO ALTO ALEGRE,590305.0,8806616.0,OURO PRETO DO OESTE,8,31,4,6,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,PISCICULTURA,23,2,,1.0,CONCLUIDO,0.05,0.1,,0.1,,,,,,2019.0,1,A,,50.0,APP SAF,2019.0,1
117,PLA 0118,PRO 0120,SITIO PRIMAVERA,593385.0,8807188.0,OURO PRETO DO OESTE,7,31,4,23,0,ASSOCIAÇÃO,ARRENDAMENTO,BOVINOCULTURA DE CORTE,27,2,,1.0,CONCLUIDO,0.15,0.11,,0.11,,,,,,2019.0,2,A,B,130.0,APP SAF,2019.0,1
118,PLA 0119,PRO 0121,SITIO BOM JESUS,594412.0,8806246.0,OURO PRETO DO OESTE,7,31,4,21A,0,ASSOCIAÇÃO,PALMITO,BOVINOCULTURA DE CORTE,78,3,,2.0,PARCIAL,0.3,0.48,,0.48,,,,,,2019.0,1,A,,552.0,APP SAF,2019.0,0
119,PLA 0120,PRO 0122,PROPRIEDADE CANAÃ,592503.0,8797894.0,OURO PRETO DO OESTE,08B,22,12,16,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,SABOARIA,124,8,,4.0,CONCLUIDO,0.5,0.42,,0.42,,,,,,2019.0,5,H,,800.0,APP SAF,2019.0,1
120,PLA 0121,PRO 0123,SITIO UIRAPURU,593128.0,8797733.0,OURO PRETO DO OESTE,08A,31,12,23,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,ARRENDAMENTO,180,8,,5.0,CONCLUIDO,0.3,4.8,,4.8,,,,,,2019.0,5,H,,,APP SAF,2019.0,1
121,PLA 0122,PRO 0124,SITIO SERRINHA,596693.0,8813784.0,OURO PRETO DO OESTE,6,101,,23,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
122,PLA 0123,PRO 0125,SITIO CRISTO REI,590122.0,8798662.0,OURO PRETO DO OESTE,08B,31,12,11,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,,154,5,,4.0,CONCLUIDO,0.25,1.01,,1.01,,,,,,2019.0,2,A,C,,APP SAF,2019.0,1
123,PLA 0124,PRO 0126,SITIO BOA VISTA,589716.0,8798775.0,OURO PRETO DO OESTE,08B,31,12,10,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
124,PLA 0125,PRO 0127,SITIO BOA VISTA,597248.0,8800729.0,OURO PRETO DO OESTE,4,22,8,34,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,,24,2,,1.0,CONCLUIDO,0.05,0.12,,0.12,,,,,,2019.0,1,A,,,APP SAF,2019.0,1
125,PLA 0126,PRO 0128,SITIO BENEDITO MATIAS,597103.0,8800568.0,OURO PRETO DO OESTE,04A,22,8,5,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,FRUTICULTURA*,43,2,,2.0,CONCLUIDO,0.1,0.17,,0.17,,,,,,2019.0,1,A,,200.0,APP SAF,2019.0,1
126,PLA 0127,PRO 0129,SITIO BOA ESPERANÇA,597663.0,8800396.0,OURO PRETO DO OESTE,4,22,8,6,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
127,PLA 0128,PRO 0130,SITIO DUAS IRMÃS,570051.0,8815803.0,OURO PRETO DO OESTE,20A,81,8,47,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,,112,4,,2.0,CONCLUIDO,0.4,0.71,,0.71,,,,,,2019.0,5,H,,700.0,APP DIV,2019.0,1
128,PLA 0129,PRO 0131,SITIO BOA ESPERANÇA,588412.0,8816364.0,OURO PRETO DO OESTE,10,101,,4,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,HORTICULTURA,84,5,,2.0,CONCLUIDO,0.1,2.44,,2.44,,,,,,2019.0,1,C,,170.0,APP SAF,2019.0,1
129,PLA 0130,PRO 0132,SITIO MONTE ALEGRE,592015.0,8815332.0,OURO PRETO DO OESTE,5,101,,2,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,,310,16,,9.0,CONCLUIDO,0.05,2.87,,2.87,,,,,,2019.0,5,H,,100.0,APP DIV,2019.0,1
130,PLA 0131,PRO 0133,SITIO BOA UNIÃO,597769.0,8817428.0,OURO PRETO DO OESTE,5,101,,12,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,310,6,,8.0,CONCLUIDO,0.2,2.38,,2.38,,,,,,2019.0,1,A,,200.0,APP SAF,2019.0,1
131,PLA 0132,PRO 0134,SITIO VIEIRA,594911.0,8814195.0,OURO PRETO DO OESTE,6,101,,6,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,16,2,,1.0,CONCLUIDO,0.05,0.1,,0.1,,,,,,2019.0,5,H,,40.0,APP DIV,2019.0,1
132,PLA 0133,PRO 0135,SITIO SÃO MIGUEL DA PACIÊNCIA,595132.0,8814508.0,OURO PRETO DO OESTE,5,101,,9,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
133,PLA 0134,PRO 0136,SITIO BOA SORTE,593936.0,8814518.0,OURO PRETO DO OESTE,6,101,,5,0,ASSOCIAÇÃO,PISCICULTURA,FRUTICULTURA*,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
134,PLA 0135,PRO 0137,SITIO BELA VISTA,593811.0,8814553.0,OURO PRETO DO OESTE,6,101,,5,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
135,PLA 0136,PRO 0138,ESTÂNCIA AZEVEDO,577059.0,8816763.0,OURO PRETO DO OESTE,19,81,3,19,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,,,,,,,,0.04,,0.04,,,,,,2018.0,1,A,,200.0,APP SAF,2018.0,0
136,PLA 0136,PRO 0138,ESTÂNCIA AZEVEDO,577059.0,8816763.0,OURO PRETO DO OESTE,19,81,3,19,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,,,,,,,,0.04,,0.04,,,,,,2018.0,1,A,,200.0,APP SAF,2018.0,0
137,PLA 0137,PRO 0139,SITIO PORTEIRA ABERTA,572664.0,8813844.0,OURO PRETO DO OESTE,20A,81,8,53,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,PISCICULTURA,96,3,,3.0,CONCLUIDO,0.2,0.46,,0.46,,,,,,2019.0,1,A,,400.0,APP SAF,2019.0,1
138,PLA 0138,PRO 0140,SITIO SÃO JOSÉ,581994.0,8820423.0,OURO PRETO DO OESTE,14,80,4,1,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,GRANJA SUINA,94,5,,3.0,A FAZER,150,0.78,,0.78,,,,,,2019.0,1,C,,275.0,APP SAF,2019.0,0
139,PLA 0139,PRO 0141,CHACÁRA SANTA HELENA,588128.0,8816544.0,OURO PRETO DO OESTE,,101,0,4,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,GRANJA SUINA,104,6,,3.0,CONCLUIDO,0.3,0.9,,0.9,,,,,,2019.0,1,C,,520.0,APP SAF,2019.0,1
140,PLA 0140,PRO 0142,DÁDIVA,554113.0,8816441.0,OURO PRETO DO OESTE,20C,81,20,57,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,PISCICULTURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
141,PLA 0141,PRO 0143,BOA ESPERANÇA,554682.0,8815526.0,OURO PRETO DO OESTE,20D,81,20,53C,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
142,PLA 0142,PRO 0144,ÁGUA BOA,554435.0,8816388.0,OURO PRETO DO OESTE,20C,81,20,56,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,FRUTICULTURA*,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
143,PLA 0143,PRO 0145,CALAFRIO,555242.0,8815024.0,OURO PRETO DO OESTE,20C,81,20,25,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
144,PLA 0144,PRO 0146,F.C,555170.0,8815159.0,OURO PRETO DO OESTE,20C,81,20,26,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,HORTICULTURA,76,4,,3.0,A FAZER,0.3,0.56,,0.56,,,,,,2019.0,2,A,C,,APP SAF,2019.0,0
145,PLA 0145,PRO 0147,TOBIAS,554887.0,8815818.0,OURO PRETO DO OESTE,20C,81,20,55,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
146,PLA 0146,PRO 0148,CHÁCARA VITÓRIA,555380.0,8815016.0,OURO PRETO DO OESTE,20C,81,20,26B,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,164,8,,5.0,CONCLUIDO,0.05,2.2,,2.2,,,,,,2019.0,1,A,,,APP SAF,2019.0,1
147,PLA 0147,PRO 0149,NOSSA SENHORA APARECIDA,554937.0,8815265.0,OURO PRETO DO OESTE,20D,81,20,51A,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
148,PLA 0148,PRO 0150,SANTA RITA,556332.0,8815006.0,OURO PRETO DO OESTE,20C,81,20,24E,0,ASSOCIAÇÃO,FRUTICULTURA,FRUTICULTURA*,22,2,,1.0,CONCLUIDO,,0.33,,0.33,,,,,,2019.0,,,,,,2019.0,1
149,PLA 0148,PRO 0150,SANTA RITA,556332.0,8815006.0,OURO PRETO DO OESTE,20C,81,20,24E,0,ASSOCIAÇÃO,FRUTICULTURA,FRUTICULTURA*,22,2,,1.0,CONCLUIDO,,0.33,,0.33,,,,,,2019.0,,,,,,2019.0,0
150,PLA 0149,PRO 0151,FELICIDADE,555938.0,8814382.0,OURO PRETO DO OESTE,20C,81,20,24,0,ASSOCIAÇÃO,FRUTICULTURA*,BOVINOCULTURA DE LEITE,,,,,,,,,0.0,1,B,-,1600,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
151,PLA 0150,PRO 0152,NOVA ESPERANÇA,554868.0,8815432.0,OURO PRETO DO OESTE,20D,81,20,53,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
152,PLA 0151,PRO 0153,FLORESTA,556165.0,8814108.0,OURO PRETO DO OESTE,20C,81,20,23,0,ASSOCIAÇÃO,FRUTICULTURA*,BOVINOCULTURA DE LEITE,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
153,PLA 0152,PRO 0154,IRMÃOS RODRIGUES,555699.0,8814338.0,OURO PRETO DO OESTE,20D,81,20,47,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
154,PLA 0153,PRO 0155,BOA SORTE,556248.0,8813754.0,OURO PRETO DO OESTE,20D,81,20,43/45,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,FRUTICULTURA*,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
155,PLA 0154,PRO 0156,BOA SORTE,561491.0,8808295.0,OURO PRETO DO OESTE,20D,81,20,13,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,FRUTICULTURA*,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
156,PLA 0155,PRO 0157,SANTA ROSA,593110.0,8815041.0,OURO PRETO DO OESTE,6,101,0,5,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
157,PLA 0156,PRO 0158,DOIS IRMÃOS,593177.0,8814820.0,OURO PRETO DO OESTE,6,101,0,03A,0,ASSOCIAÇÃO,BOVINOCULTURA MISTA,,107,4,,3.0,CONCLUIDO,0.2,0.68,,0.68,,,,,,2019.0,2,A,B,400.0,APP SAF,2019.0,1
158,PLA 0157,PRO 0159,DOIS IRMÃOS,557148.0,8813185.0,OURO PRETO DO OESTE,20C,81,20,20,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,AGROINDUSTRIA,80,2,7.0,2.0,CONCLUIDO,0.05,3.21,,3.21,,,,,,2019.0,5,H,,,APP DIV,2019.0,1
159,PLA 0158,PRO 0160,SÃO JORGE,556682.0,8813698.0,OURO PRETO DO OESTE,20C,81,20,22,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,FRUTICULTURA*,361,24,,12.0,CONCLUIDO,0.2,4.56,,4.56,,,,,,2019.0,1,A,,320.0,APP SAF,2019.0,1
160,PLA 0159,PRO 0161,SITIO DO PICA PAU AMARELO,556806.0,8813214.0,OURO PRETO DO OESTE,20D,81,20,41,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,FRUTICULTURA*,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
161,PLA 0160,PRO 0162,SANTA MARIA,557439.0,8812554.0,OURO PRETO DO OESTE,20D,81,20,37A,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,-,-,-,0,-,2020.0,5,H,-,300.0,APP DIV,2020.0,0
162,PLA 0161,PRO 0163,SANTO ANTONIO,557671.0,8812202.0,OURO PRETO DO OESTE,20D,81,20,35,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
163,PLA 0162,PRO 0164,RIO BRANCO,557889.0,8812434.0,OURO PRETO DO OESTE,20 C,81,20,18,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,CAFEICULTURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
164,PLA 0163,PRO 0165,BOA ESPERANÇA,558006.0,8811987.0,OURO PRETO DO OESTE,20D,81,20,33,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,100,6,,3.0,PARCIAL,0.05,0.97,,0.97,,,,,,2019.0,5,H,,,APP SAF,2019.0,0
165,PLA 0164,PRO 0166,DOIS IRMÃOS,557314.0,8812987.0,OURO PRETO DO OESTE,20C,81,20,20,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
166,PLA 0165,PRO 0167,NOSSA SENHORA APARECIDA,557051.0,8812962.0,OURO PRETO DO OESTE,20D,81,20,39,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
167,PLA 0166,PRO 0168,,557138.0,8812997.0,OURO PRETO DO OESTE,20D,81,20,39,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
168,PLA 0167,PRO 0169,BOM LUGAR,558691.0,8811529.0,OURO PRETO DO OESTE,20C,81,20,16,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
169,PLA 0168,PRO 0170,3 IRMÃOS,558414.0,8811472.0,OURO PRETO DO OESTE,20D,81,20,31,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,FRUTICULTURA*,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
170,PLA 0169,PRO 0171,GARAPEIRA,574999.0,8815140.0,OURO PRETO DO OESTE,20,81,5.5,18,0,ASSOCIAÇÃO,LAVOURA,FRUTICULTURA,,,,,,,0.17,,0.17,1,A,,,,2018.0,1,A,,200.0,APP SAF,2018.0,0
171,PLA 0170,PRO 0172,CHÁCARA DA FARINHEIRA,575239.0,8815253.0,OURO PRETO DO OESTE,20,81,5,18A,0,ASSOCIAÇÃO,ARRENDAMENTO,,,,,,,,0.16,,0.16,1,A,,,,2018.0,1,A,,330.0,APP SAF,2018.0,0
172,PLA 0170,PRO 0172,CHÁCARA DA FARINHEIRA,575239.0,8815253.0,OURO PRETO DO OESTE,20,81,5,18A,0,ASSOCIAÇÃO,ARRENDAMENTO,,,,,,,,0.16,,0.16,1,A,,,,2018.0,1,A,,330.0,APP SAF,2018.0,0
173,PLA 0171,PRO 0173,PRATA,592623.0,8815166.0,OURO PRETO DO OESTE,5,101,,4,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,GRANJA SUINA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
174,PLA 0172,PRO 0174,DEUS E AMOR,591276.0,8815540.0,OURO PRETO DO OESTE,5,101,,1,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
175,PLA 0173,PRO 0175,NOVA ESPERANÇA,596312.0,8813839.0,OURO PRETO DO OESTE,6,101,,8,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,PISCICULTURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
176,PLA 0174,PRO 0176,VITÓRIA,595170.0,8814208.0,OURO PRETO DO OESTE,6,101,,6,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
177,PLA 0175,PRO 0177,JR,568685.0,8806350.0,OURO PRETO DO OESTE,16C,81,16,6,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,LAVOURA,,,,,,,,,0.0,1,B,-,100,RL SAF,2020.0,-,-,-,0.0,-,2020.0,0
178,PLA 0176,PRO 0178,MICUIM,568688.0,8806514.0,OURO PRETO DO OESTE,16C,81,16,6,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,FRUTICULTURA*,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
179,PLA 0177,PRO 0179,SANTO ANTONIO,568556.0,8807028.0,OURO PRETO DO OESTE,16B,81,16,39,0,ASSOCIAÇÃO,BOVINOCULTURA DE CORTE,PISCICULTURA,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
180,PLA 0178,PRO 0180,RIO BRANCO,570667.0,8804204.0,OURO PRETO DO OESTE,16C,81,16,12,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
181,PLA 0179,PRO 0181,MONTE ALEGRE,572299.0,8802375.0,OURO PRETO DO OESTE,16C,81,16,17,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,60,3,20.0,2.0,CONCLUIDO,0.15,0.53,,0.53,,,,,,2019.0,5,H,,,APP DIV,2019.0,1
182,PLA 0180,PRO 0182,ESTÂNCIA DAS OLIVEIRAS,558215.0,8816959.0,OURO PRETO DO OESTE,20C,81,16,30,0,ASSOCIAÇÃO,FRUTICULTURA*,BOVINOCULTURA DE LEITE,,,,,,,,,0.0,-,-,-,0,-,2020.0,5,H,-,100.0,APP DIV,2020.0,0
183,PLA 0181,PRO 0183,OURO PRETO,557013.0,8818800.0,OURO PRETO DO OESTE,20B,81,16,57,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,FRUTICULTURA*,16,2,,1.0,CONCLUIDO,0.05,0.11,,0.11,,,,,,2019.0,2,A,B,,APP SAF,2019.0,1
184,PLA 0182,PRO 0184,CAPIXABA,558246.0,8817484.0,OURO PRETO DO OESTE,20B,81,16,26,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,37,2,,1.0,CONCLUIDO,0.05,0.19,,0.19,,,,,,2019.0,2,A,C,,APP SAF,2019.0,1
185,PLA 0183,PRO 0185,OURO BRANCO,557936.0,8817481.0,OURO PRETO DO OESTE,20C,81,16,29F,0,ASSOCIAÇÃO,BOVINOCULTURA DE LEITE,,,,,,,,,,0.0,,,,,,2018.0,,,,,,2018.0,0
